return_id,order_item_id,return_date,reason,refund_amount
34434,1596043,2025-06-21,Not as Described,227.1
34435,1526519,2025-02-16,Not as Described,137.68
34436,1616063,2025-06-27,Changed Mind,1909.84
34437,468460,2025-12-07,Changed Mind,1403.79
34438,565115,2024-04-16,Not as Described,2066.0
34439,1383510,2023-01-19,Wrong Item,673.84
34440,1118806,2025-11-25,Late Delivery,1372.56
34441,887844,2024-11-29,Defective,1598.04
34442,1739126,2025-12-21,Late Delivery,4012.5
34443,2139413,2023-02-17,Not as Described,100.72
34444,1300835,2023-12-30,Late Delivery,3566.25
34445,1516319,2023-07-24,Late Delivery,2280.4
34446,978527,2024-06-06,Wrong Item,614.25
34447,2018422,2025-01-02,Defective,1380.18
34448,1550312,2023-11-17,Changed Mind,2502.05
34449,68874,2023-05-19,Late Delivery,1273.64
34450,726078,2023-07-12,Defective,3269.88
34451,185099,2023-10-30,Defective,329.96
34452,1247021,2025-10-12,Late Delivery,1288.53
34453,337220,2024-09-06,Not as Described,277.8
34454,669085,2023-12-27,Late Delivery,574.74
34455,372567,2023-04-01,Late Delivery,533.45
34456,1123202,2023-09-22,Changed Mind,471.03
34457,1540253,2025-10-17,Defective,1243.68
34458,1980870,2023-11-13,Not as Described,848.49
34459,2063165,2024-08-02,Late Delivery,487.73
34460,1146827,2025-11-19,Late Delivery,963.64
34461,1674793,2023-04-19,Defective,2783.92
34462,44709,2023-12-07,Not as Described,906.27
34463,622952,2025-12-31,Wrong Item,887.34
34464,569632,2024-05-23,Wrong Item,2880.65
34465,276075,2023-09-27,Late Delivery,865.62
34466,185502,2025-11-24,Late Delivery,2152.6
34467,183195,2023-08-25,Changed Mind,2628.04
34468,2064294,2023-08-06,Changed Mind,151.81
34469,1328679,2024-04-28,Changed Mind,329.06
34470,522159,2023-12-21,Changed Mind,1425.96
34471,1674164,2023-05-28,Wrong Item,1376.14
34472,1681585,2025-09-06,Defective,893.98
34473,1957144,2023-05-15,Defective,227.95
34474,336950,2025-12-16,Not as Described,3425.65
34475,541040,2024-05-04,Changed Mind,1155.52
34476,1199443,2024-12-06,Changed Mind,151.68
34477,1368418,2024-09-25,Not as Described,916.75
34478,445111,2024-08-31,Changed Mind,771.44
34479,769297,2024-12-28,Wrong Item,1869.9
34480,1593397,2024-02-25,Defective,2493.36
34481,94091,2023-11-14,Late Delivery,2806.44
34482,2071444,2023-04-07,Late Delivery,88.4
34483,405593,2024-07-26,Not as Described,858.68
34484,1427089,2025-12-15,Defective,1366.82
34485,576172,2025-01-02,Not as Described,1130.6
34486,335289,2023-02-13,Defective,574.26
34487,1776176,2024-04-01,Wrong Item,2446.16
34488,531140,2023-12-26,Defective,2095.97
34489,720959,2023-12-16,Wrong Item,1550.91
34490,1219673,2023-08-04,Defective,1540.29
34491,1096401,2023-01-27,Changed Mind,146.49
34492,1135743,2025-11-28,Late Delivery,616.65
34493,423359,2025-12-30,Changed Mind,475.5
34494,1115123,2023-12-17,Wrong Item,2484.45
34495,981919,2024-06-03,Late Delivery,825.3
34496,545959,2024-07-31,Changed Mind,1620.0
34497,835969,2023-07-15,Late Delivery,947.31
34498,2113465,2025-12-22,Not as Described,1515.08
34499,2139817,2025-12-27,Late Delivery,998.36
34500,1297761,2024-03-28,Defective,173.94
34501,1482857,2023-04-07,Changed Mind,915.13
34502,1360492,2024-11-25,Not as Described,1364.3
34503,329805,2023-08-13,Wrong Item,497.6
34504,192579,2023-12-05,Wrong Item,814.52
34505,72558,2025-02-25,Not as Described,716.72
34506,1161087,2023-05-21,Not as Described,1073.76
34507,164565,2025-12-11,Late Delivery,1278.39
34508,734847,2024-09-08,Not as Described,1542.96
34509,1793590,2025-12-22,Late Delivery,429.38
34510,1951731,2024-06-07,Late Delivery,572.16
34511,544436,2025-02-06,Not as Described,1655.52
34512,1784694,2024-09-02,Wrong Item,923.95
34513,494997,2025-01-04,Defective,391.71
34514,381945,2023-10-15,Changed Mind,900.9
34515,558545,2025-12-03,Changed Mind,1008.12
34516,226311,2025-01-07,Changed Mind,1369.05
34517,420540,2025-10-14,Late Delivery,247.47
34518,1251831,2023-11-20,Defective,4632.4
34519,1589199,2024-01-01,Wrong Item,532.25
34520,641093,2025-12-11,Wrong Item,2625.08
34521,209472,2023-11-09,Wrong Item,656.85
34522,237477,2024-10-02,Changed Mind,1459.08
34523,661928,2024-07-23,Wrong Item,2168.5
34524,1393245,2025-07-22,Late Delivery,1962.36
34525,739579,2025-11-24,Late Delivery,1297.8
34526,1062949,2024-02-06,Late Delivery,874.77
34527,514874,2023-09-15,Wrong Item,904.4
34528,1937883,2025-09-24,Defective,3642.2
34529,2209988,2025-11-17,Defective,2220.99
34530,875923,2025-05-03,Defective,691.2
34531,838055,2024-01-04,Changed Mind,2029.29
34532,2199346,2025-11-11,Defective,380.28
34533,1369208,2023-04-09,Not as Described,2010.75
34534,1820938,2024-10-16,Not as Described,211.52
34535,1646238,2025-12-25,Wrong Item,802.7
34536,1955615,2024-11-14,Late Delivery,718.64
34537,192669,2024-12-02,Changed Mind,2161.5
34538,1595007,2025-01-04,Wrong Item,1208.2
34539,91886,2023-12-07,Wrong Item,661.31
34540,798276,2023-06-28,Changed Mind,2345.98
34541,1522186,2025-01-28,Wrong Item,423.71
34542,1330532,2024-08-10,Wrong Item,388.1
34543,91542,2023-08-04,Late Delivery,830.76
34544,687287,2024-08-04,Wrong Item,5088.8
34545,590484,2023-02-09,Changed Mind,189.2
34546,1790883,2024-03-12,Not as Described,630.09
34547,158017,2023-04-12,Late Delivery,633.0
34548,674039,2024-12-30,Defective,1268.96
34549,1806881,2023-08-04,Defective,340.81
34550,962011,2023-12-29,Defective,239.7
34551,929088,2025-12-03,Wrong Item,453.14
34552,978129,2025-12-31,Wrong Item,2052.06
34553,1857296,2025-11-02,Defective,138.29
34554,904196,2024-02-20,Wrong Item,2260.6
34555,1059053,2023-09-17,Wrong Item,177.16
34556,1510682,2024-12-24,Changed Mind,704.12
34557,28255,2024-02-17,Not as Described,345.08
34558,1697484,2024-10-04,Changed Mind,1182.62
34559,1451168,2025-11-27,Not as Described,653.9
34560,1232544,2024-04-04,Defective,400.33
34561,925169,2024-06-10,Changed Mind,230.34
34562,1834091,2024-03-03,Not as Described,2532.4
34563,716010,2023-06-08,Wrong Item,133.68
34564,768700,2023-04-30,Wrong Item,338.88
34565,2142287,2023-07-18,Not as Described,361.08
34566,1906140,2023-03-30,Not as Described,1056.04
34567,55652,2024-02-28,Not as Described,568.72
34568,1163295,2025-03-14,Wrong Item,680.42
34569,798482,2025-08-06,Late Delivery,329.48
34570,1681533,2025-02-13,Wrong Item,1359.54
34571,1169104,2024-01-08,Late Delivery,429.51
34572,1135956,2023-09-28,Not as Described,170.5
34573,1024462,2025-11-25,Late Delivery,1830.87
34574,65483,2023-12-05,Not as Described,3202.6
34575,1550278,2025-12-27,Not as Described,3157.56
34576,134583,2024-12-07,Defective,17.97
34577,2088289,2023-03-26,Defective,943.71
34578,1390623,2025-11-09,Defective,43.77
34579,145171,2024-07-11,Not as Described,670.36
34580,959251,2023-11-29,Not as Described,1697.55
34581,224907,2025-10-17,Not as Described,601.31
34582,300272,2025-03-26,Not as Described,62.5
34583,1169757,2025-12-31,Late Delivery,3035.35
34584,1349034,2023-11-22,Defective,405.76
34585,1279711,2024-07-04,Late Delivery,1043.92
34586,1312743,2025-03-09,Changed Mind,4356.3
34587,474325,2024-05-19,Late Delivery,377.72
34588,1889110,2023-05-19,Defective,1593.99
34589,385098,2024-01-28,Changed Mind,358.98
34590,2216472,2025-12-04,Changed Mind,340.83
34591,550126,2023-03-12,Wrong Item,162.12
34592,2119005,2024-07-27,Not as Described,1185.65
34593,1692163,2023-10-17,Defective,1375.48
34594,258262,2025-07-30,Not as Described,94.86
34595,1289956,2024-07-21,Not as Described,887.0
34596,1289693,2024-03-16,Wrong Item,323.6
34597,453306,2025-12-31,Defective,1397.0
34598,1718171,2024-06-06,Changed Mind,4637.4
34599,736389,2025-09-29,Defective,25.04
34600,1293255,2025-12-14,Defective,1096.04
34601,636452,2024-04-16,Wrong Item,830.9
34602,912470,2023-03-28,Wrong Item,2298.85
34603,1545814,2023-03-03,Defective,1864.04
34604,38839,2025-12-31,Late Delivery,947.57
34605,789126,2024-03-23,Defective,2158.89
34606,2110203,2024-08-05,Wrong Item,1060.71
34607,921286,2023-11-24,Wrong Item,4532.6
34608,131936,2023-11-05,Late Delivery,312.15
34609,2118723,2024-04-16,Late Delivery,747.93
34610,992654,2023-12-05,Changed Mind,478.84
34611,1137258,2024-11-25,Not as Described,240.63
34612,827102,2024-09-03,Changed Mind,379.44
34613,46887,2024-12-06,Wrong Item,2919.15
34614,1464263,2025-12-17,Not as Described,940.88
34615,204522,2024-12-26,Not as Described,877.3
34616,773609,2023-10-07,Late Delivery,144.32
34617,1538966,2025-08-16,Late Delivery,174.19
34618,910827,2025-12-04,Wrong Item,265.67
34619,743394,2023-03-08,Not as Described,2643.3
34620,876354,2023-11-12,Defective,2000.38
34621,134242,2025-11-28,Changed Mind,414.9
34622,2075522,2024-07-16,Defective,385.79
34623,1237087,2024-12-19,Changed Mind,739.38
34624,883830,2025-10-03,Wrong Item,1125.24
34625,291380,2024-08-06,Not as Described,3633.9
34626,72358,2025-06-22,Late Delivery,888.69
34627,1257191,2023-11-20,Wrong Item,252.44
34628,1008361,2023-04-05,Wrong Item,307.17
34629,2014395,2023-04-28,Changed Mind,1191.63
34630,1323861,2025-10-28,Not as Described,1595.57
34631,360986,2024-03-22,Not as Described,501.64
34632,1376799,2025-12-30,Late Delivery,659.0
34633,2037035,2023-11-22,Wrong Item,1788.03
34634,1022928,2025-08-24,Late Delivery,31.5
34635,871468,2025-12-03,Not as Described,1988.48
34636,1988087,2023-06-12,Changed Mind,891.24
34637,1638337,2024-12-17,Wrong Item,1213.6
34638,1012703,2024-02-16,Changed Mind,3130.25
34639,1346889,2023-01-23,Not as Described,1426.53
34640,1720716,2023-06-22,Late Delivery,995.15
34641,377423,2024-01-20,Defective,208.62
34642,2039412,2023-03-25,Changed Mind,704.12
34643,242592,2024-11-22,Defective,630.21
34644,1456402,2025-03-23,Defective,540.9
34645,1433398,2024-11-22,Changed Mind,2724.3
34646,105701,2024-11-04,Late Delivery,2725.52
34647,993962,2023-11-23,Wrong Item,258.54
34648,993683,2025-10-31,Late Delivery,1021.0
34649,1957860,2023-07-15,Defective,1248.72
34650,946055,2023-11-15,Late Delivery,1369.16
34651,1583698,2023-06-14,Defective,2675.76
34652,263164,2025-11-28,Changed Mind,1624.32
34653,331342,2024-04-15,Wrong Item,1032.8
34654,202991,2024-02-07,Wrong Item,551.82
34655,293290,2024-01-02,Late Delivery,136.93
34656,816266,2023-11-12,Not as Described,1137.44
34657,5204,2023-11-16,Defective,2729.15
34658,1398376,2024-11-11,Wrong Item,661.8
34659,1692653,2024-09-26,Late Delivery,4645.05
34660,891336,2023-03-05,Defective,431.59
34661,388273,2023-12-16,Late Delivery,16.7
34662,1996094,2025-01-13,Changed Mind,612.87
34663,1525567,2024-02-20,Defective,609.56
34664,2078561,2023-12-16,Changed Mind,544.09
34665,1133323,2023-04-21,Wrong Item,1409.92
34666,229402,2023-11-19,Defective,1252.6
34667,1861139,2024-05-19,Late Delivery,1521.2
34668,827308,2024-09-26,Wrong Item,2585.85
34669,1895603,2023-03-07,Wrong Item,1557.86
34670,879108,2025-11-27,Defective,1710.06
34671,710317,2025-09-29,Changed Mind,1285.38
34672,363046,2023-02-26,Changed Mind,495.98
34673,1770201,2023-12-15,Not as Described,416.86
34674,665586,2023-07-22,Changed Mind,3670.2
34675,1515714,2023-05-02,Defective,1573.92
34676,1878080,2023-12-29,Wrong Item,900.74
34677,1320380,2025-06-08,Changed Mind,572.54
34678,2113398,2025-01-15,Not as Described,2219.04
34679,246921,2024-12-20,Late Delivery,288.54
34680,770960,2025-11-05,Defective,215.04
34681,2195836,2023-11-02,Changed Mind,2189.87
34682,1528488,2025-12-21,Not as Described,2261.2
34683,1734788,2024-04-18,Defective,361.08
34684,942736,2024-12-22,Wrong Item,418.45
34685,750362,2024-05-16,Defective,1414.56
34686,1738863,2024-09-09,Defective,2228.4
34687,1087208,2024-12-25,Late Delivery,765.72
34688,2201632,2023-11-13,Not as Described,2828.45
34689,201309,2025-06-09,Defective,634.96
34690,874446,2023-05-25,Defective,708.32
34691,836007,2024-12-15,Changed Mind,725.6
34692,2074977,2024-12-10,Wrong Item,2835.54
34693,248479,2025-06-28,Defective,1895.56
34694,1245413,2023-09-13,Defective,1804.05
34695,1165052,2023-10-16,Defective,128.71
34696,507607,2023-05-07,Defective,83.79
34697,583958,2023-11-26,Wrong Item,610.82
34698,1289741,2024-06-27,Late Delivery,200.62
34699,2015709,2024-01-05,Defective,830.76
34700,1653379,2024-01-29,Defective,1027.36
34701,58190,2025-12-31,Changed Mind,1333.23
34702,2187363,2025-12-16,Wrong Item,2792.28
34703,1577762,2024-08-01,Defective,595.38
34704,632438,2024-01-29,Not as Described,327.48
34705,1288162,2024-09-18,Changed Mind,1525.26
34706,2225015,2023-02-15,Changed Mind,623.34
34707,1323915,2023-12-29,Late Delivery,473.58
34708,2213484,2024-11-28,Not as Described,1781.42
34709,1391820,2023-12-19,Late Delivery,3442.2
34710,1769941,2024-12-08,Defective,1004.32
34711,455727,2024-12-24,Not as Described,408.32
34712,37493,2023-05-17,Late Delivery,426.21
34713,1244575,2023-04-24,Late Delivery,706.02
34714,746674,2025-06-02,Changed Mind,1995.9
34715,1977848,2024-11-30,Changed Mind,69.12
34716,1280939,2025-12-01,Changed Mind,1601.85
34717,592903,2025-04-03,Not as Described,349.96
34718,423880,2023-10-04,Changed Mind,540.51
34719,1324865,2025-02-25,Defective,531.77
34720,1180147,2023-11-28,Defective,1662.88
34721,1715843,2023-07-23,Changed Mind,46.72
34722,1876627,2024-09-02,Changed Mind,902.06
34723,1469949,2023-08-13,Defective,1242.0
34724,1075253,2024-07-01,Late Delivery,280.32
34725,846146,2025-03-30,Defective,513.62
34726,1328968,2024-11-27,Not as Described,1987.47
34727,1272223,2025-12-16,Wrong Item,3050.9
34728,414146,2025-06-29,Not as Described,2179.0
34729,1535015,2025-10-24,Wrong Item,2503.96
34730,666931,2023-05-25,Not as Described,1284.86
34731,1880413,2023-12-23,Late Delivery,263.33
34732,582623,2024-11-30,Wrong Item,634.05
34733,942438,2024-12-16,Late Delivery,1520.73
34734,2178295,2023-09-08,Not as Described,107.86
34735,1168297,2023-05-11,Changed Mind,2332.08
34736,531614,2023-09-17,Wrong Item,231.34
34737,1426654,2024-06-06,Not as Described,950.94
34738,379862,2023-12-22,Changed Mind,270.57
34739,1805983,2025-02-21,Changed Mind,361.95
34740,792378,2025-03-13,Wrong Item,682.78
34741,1359579,2024-12-17,Changed Mind,161.5
34742,2009462,2023-10-08,Wrong Item,89.08
34743,642349,2025-12-10,Wrong Item,954.62
34744,379154,2025-12-27,Late Delivery,898.3
34745,2122308,2024-01-02,Not as Described,729.61
34746,1550379,2023-01-11,Changed Mind,762.03
34747,160315,2023-08-30,Defective,2853.25
34748,351038,2025-07-18,Wrong Item,719.16
34749,1498147,2023-04-26,Changed Mind,379.56
34750,1302251,2023-06-18,Wrong Item,1059.3
34751,2091873,2023-06-01,Late Delivery,428.44
34752,333923,2024-12-19,Late Delivery,2924.3
34753,2114962,2024-11-23,Late Delivery,441.8
34754,1359589,2024-01-27,Wrong Item,2030.64
34755,412584,2023-05-04,Wrong Item,408.65
34756,1977936,2024-01-06,Not as Described,21.06
34757,32285,2025-04-04,Changed Mind,441.21
34758,257376,2024-11-08,Wrong Item,538.5
34759,1900029,2024-08-09,Changed Mind,2136.21
34760,2070112,2025-11-12,Changed Mind,1853.51
34761,170916,2025-01-26,Defective,1070.4
34762,488540,2023-04-04,Late Delivery,1393.89
34763,2064663,2023-02-02,Late Delivery,1754.49
34764,40989,2025-01-24,Defective,384.08
34765,166501,2025-07-09,Changed Mind,17.47
34766,64304,2025-12-15,Not as Described,664.59
34767,6480,2024-01-03,Late Delivery,2376.23
34768,415825,2025-04-26,Late Delivery,122.69
34769,753057,2024-02-29,Not as Described,107.86
34770,465607,2024-12-14,Wrong Item,330.9
34771,2042667,2025-01-10,Late Delivery,159.42
34772,288060,2024-07-15,Not as Described,512.32
34773,1746550,2023-05-23,Wrong Item,3692.64
34774,1393142,2025-05-12,Not as Described,877.14
34775,1400802,2025-04-09,Late Delivery,815.4
34776,1182144,2025-04-15,Changed Mind,2072.0
34777,1294543,2023-02-06,Late Delivery,325.36
34778,2050260,2023-02-17,Changed Mind,2290.8
34779,1083590,2024-06-17,Changed Mind,1629.56
34780,809301,2023-05-11,Defective,310.68
34781,1861878,2024-12-30,Not as Described,3719.4
34782,961600,2023-01-26,Not as Described,4354.65
34783,1141807,2025-12-26,Late Delivery,1058.59
34784,837777,2023-11-20,Defective,970.26
34785,862476,2023-04-04,Changed Mind,85.42
34786,586981,2025-12-05,Not as Described,70.07
34787,425419,2025-12-31,Wrong Item,470.34
34788,1633286,2024-01-08,Defective,1598.4
34789,315318,2025-04-16,Defective,2299.5
34790,1140012,2023-11-04,Not as Described,844.6
34791,1383758,2024-11-15,Changed Mind,676.43
34792,1345067,2024-12-05,Late Delivery,409.64
34793,1263969,2023-06-08,Defective,2684.6
34794,2204957,2025-03-31,Wrong Item,905.3
34795,339246,2023-11-19,Defective,118.26
34796,1436870,2023-09-18,Defective,765.88
34797,294310,2023-08-19,Late Delivery,65.82
34798,1729629,2025-06-29,Late Delivery,167.96
34799,1289581,2025-03-16,Not as Described,2379.74
34800,459656,2024-06-23,Late Delivery,289.52
34801,79888,2024-10-28,Not as Described,1164.95
34802,1625997,2025-07-22,Late Delivery,246.06
34803,905326,2023-01-19,Late Delivery,4364.05
34804,705405,2025-11-05,Late Delivery,481.76
34805,1487729,2024-11-22,Wrong Item,318.76
34806,1577153,2025-03-28,Changed Mind,2657.04
34807,499617,2025-12-31,Wrong Item,195.91
34808,1125894,2025-12-27,Changed Mind,1688.28
34809,900493,2025-12-31,Changed Mind,615.18
34810,64164,2025-04-25,Wrong Item,256.12
34811,1119464,2024-04-29,Late Delivery,519.34
34812,63596,2024-11-30,Not as Described,458.4
34813,524636,2023-03-03,Changed Mind,1440.5
34814,1947244,2023-11-17,Not as Described,987.26
34815,1137566,2024-08-22,Not as Described,1522.96
34816,1157392,2023-05-26,Late Delivery,981.22
34817,2059939,2024-10-23,Late Delivery,2573.72
34818,1962918,2023-03-15,Changed Mind,48.94
34819,1052322,2023-07-25,Late Delivery,1540.56
34820,68872,2023-05-19,Not as Described,880.9
34821,235866,2025-10-23,Late Delivery,366.73
34822,95320,2023-12-01,Defective,65.58
34823,1242757,2024-12-05,Defective,1212.48
34824,1631454,2025-07-02,Late Delivery,895.68
34825,1295812,2025-03-26,Changed Mind,1934.28
34826,1880844,2023-05-08,Not as Described,44.72
34827,2197073,2024-02-17,Not as Described,1119.35
34828,571609,2023-10-24,Defective,647.8
34829,1312851,2024-08-02,Wrong Item,619.57
34830,841759,2023-01-22,Not as Described,887.88
34831,1749894,2025-11-21,Late Delivery,3035.94
34832,358658,2023-10-22,Wrong Item,537.39
34833,1940896,2025-03-31,Defective,402.94
34834,526850,2025-04-05,Late Delivery,953.8
34835,2136991,2024-01-10,Changed Mind,42.6
34836,1135368,2025-02-16,Changed Mind,1826.66
34837,1387578,2023-10-05,Late Delivery,2287.72
34838,1426422,2023-06-10,Changed Mind,1115.0
34839,2168875,2023-08-13,Late Delivery,854.98
34840,2003334,2023-10-18,Wrong Item,2585.16
34841,1723096,2023-02-19,Not as Described,1073.8
34842,134083,2025-03-27,Changed Mind,2488.4
34843,631493,2025-11-24,Wrong Item,821.55
34844,870187,2023-11-30,Not as Described,583.46
34845,1590066,2023-12-09,Late Delivery,278.96
34846,2147996,2023-04-26,Changed Mind,2521.92
34847,255111,2025-01-11,Defective,2398.01
34848,1772172,2024-12-12,Wrong Item,1653.24
34849,501131,2025-01-08,Late Delivery,1762.65
34850,1753080,2023-11-18,Wrong Item,869.22
34851,645452,2024-11-25,Changed Mind,646.36
34852,2188995,2023-05-07,Late Delivery,1851.96
34853,762396,2023-01-16,Not as Described,365.88
34854,1697329,2024-09-10,Late Delivery,1897.44
34855,1444532,2023-08-21,Defective,1973.4
34856,839663,2025-12-28,Late Delivery,90.45
34857,1711648,2024-05-31,Defective,124.92
34858,738033,2024-02-05,Late Delivery,3100.55
34859,584378,2024-02-26,Not as Described,2694.96
34860,1033398,2024-11-16,Late Delivery,297.53
34861,2016246,2024-05-09,Late Delivery,623.59
34862,1085311,2025-12-24,Wrong Item,545.94
34863,1323394,2025-09-01,Wrong Item,5155.75
34864,1805466,2023-10-13,Defective,91.79
34865,1048731,2023-03-15,Defective,296.92
34866,243660,2024-09-12,Wrong Item,3424.44
34867,807542,2023-12-07,Late Delivery,1807.88
34868,1419055,2025-09-21,Defective,2173.92
34869,1561481,2025-05-09,Changed Mind,1672.2
34870,1613194,2024-10-27,Late Delivery,104.17
34871,1085083,2024-12-20,Not as Described,61.64
34872,757156,2024-01-01,Changed Mind,588.01
34873,1004739,2024-06-18,Late Delivery,403.71
34874,1857386,2024-03-24,Defective,571.71
34875,439365,2023-12-06,Changed Mind,921.65
34876,2171391,2024-12-13,Wrong Item,542.65
34877,1763671,2023-07-05,Changed Mind,92.12
34878,130095,2025-08-28,Not as Described,1307.96
34879,1590157,2024-09-12,Not as Described,443.66
34880,241628,2025-12-06,Not as Described,212.45
34881,1730444,2024-09-08,Defective,466.05
34882,593783,2023-11-22,Defective,2045.31
34883,551453,2025-12-31,Wrong Item,1925.48
34884,1057438,2025-09-29,Defective,1817.4
34885,429902,2024-01-02,Defective,484.17
34886,251404,2023-05-01,Late Delivery,2318.28
34887,1405386,2024-12-31,Changed Mind,845.76
34888,369924,2023-02-09,Changed Mind,1741.6
34889,1027319,2025-03-15,Late Delivery,1531.24
34890,421383,2023-08-01,Late Delivery,2734.15
34891,937429,2023-11-20,Not as Described,2902.8
34892,1253341,2023-06-20,Wrong Item,1286.22
34893,1672416,2023-04-07,Changed Mind,2234.6
34894,43404,2024-12-20,Defective,1734.09
34895,2045505,2023-07-29,Changed Mind,581.25
34896,2214950,2024-07-31,Defective,1884.36
34897,878220,2025-02-20,Wrong Item,1256.52
34898,1224592,2024-04-30,Late Delivery,1406.6
34899,437150,2023-10-03,Wrong Item,306.05
34900,227991,2023-06-07,Changed Mind,3582.6
34901,563437,2023-11-19,Changed Mind,420.16
34902,802764,2024-02-10,Changed Mind,364.22
34903,1503110,2023-12-13,Wrong Item,597.65
34904,645600,2023-12-30,Not as Described,3014.6
34905,565263,2025-09-30,Late Delivery,2426.85
34906,1833306,2025-06-12,Changed Mind,312.96
34907,490918,2023-07-03,Changed Mind,776.64
34908,899706,2023-11-21,Defective,312.46
34909,227701,2023-11-16,Changed Mind,284.22
34910,749014,2023-09-06,Late Delivery,50.16
34911,1762639,2023-12-02,Not as Described,27.64
34912,1200661,2023-12-25,Not as Described,992.22
34913,1149370,2024-01-21,Defective,3015.04
34914,1369655,2025-12-29,Changed Mind,289.23
34915,2089883,2025-09-08,Changed Mind,1162.88
34916,381840,2024-05-04,Not as Described,3086.8
34917,1156246,2024-06-28,Defective,1940.52
34918,2165653,2023-06-09,Not as Described,1041.25
34919,1949934,2024-02-06,Changed Mind,2032.12
34920,624244,2025-08-24,Late Delivery,907.15
34921,165747,2025-12-27,Defective,343.28
34922,387780,2025-05-11,Not as Described,2530.4
34923,1485443,2023-12-26,Late Delivery,2818.4
34924,997300,2025-12-09,Late Delivery,3105.84
34925,2133338,2023-08-29,Changed Mind,686.79
34926,2039125,2024-05-27,Not as Described,276.44
34927,1376030,2024-01-03,Not as Described,1043.42
34928,1583527,2023-03-08,Changed Mind,262.02
34929,613880,2023-01-28,Wrong Item,524.23
34930,288047,2025-10-02,Not as Described,300.44
34931,405178,2025-12-31,Changed Mind,1415.15
34932,639779,2024-01-15,Defective,3665.16
34933,207697,2024-06-24,Wrong Item,721.17
34934,2020272,2025-12-28,Changed Mind,906.6
34935,1754713,2025-01-09,Late Delivery,732.7
34936,1617046,2024-08-13,Wrong Item,2290.95
34937,1868393,2023-03-23,Defective,2830.59
34938,1676527,2025-11-17,Wrong Item,864.0
34939,1524935,2024-12-23,Wrong Item,938.49
34940,414352,2025-11-06,Wrong Item,3123.65
34941,869762,2023-11-25,Defective,1562.92
34942,1260259,2025-12-28,Defective,1256.75
34943,906214,2024-01-27,Late Delivery,2021.8
34944,86653,2025-06-27,Late Delivery,645.58
34945,1774044,2023-02-19,Changed Mind,584.15
34946,1610983,2025-02-10,Late Delivery,4414.35
34947,766866,2023-11-13,Not as Described,1377.32
34948,2120235,2024-01-15,Changed Mind,887.44
34949,2083026,2025-04-20,Defective,1802.52
34950,999264,2023-02-24,Defective,3131.6
34951,280725,2024-12-16,Late Delivery,1916.65
34952,422299,2024-11-13,Changed Mind,172.36
34953,1277001,2023-03-19,Changed Mind,26.14
34954,1881573,2023-10-19,Not as Described,3384.2
34955,72662,2025-11-20,Late Delivery,224.82
34956,973978,2025-11-23,Wrong Item,53.43
34957,687778,2023-12-20,Late Delivery,1175.72
34958,352604,2023-10-21,Defective,327.25
34959,478720,2023-12-12,Defective,99.96
34960,1631220,2025-05-30,Defective,451.49
34961,1159876,2025-09-06,Not as Described,2162.43
34962,1662167,2025-01-19,Not as Described,650.26
34963,287404,2023-12-30,Defective,293.62
34964,1073837,2023-06-15,Not as Described,941.6
34965,47218,2023-12-28,Wrong Item,1051.35
34966,245344,2024-08-31,Changed Mind,31.94
34967,2093003,2025-10-19,Not as Described,1960.76
34968,1474494,2024-11-28,Defective,1064.08
34969,1735534,2024-07-20,Not as Described,59.93
34970,1271092,2024-07-09,Changed Mind,708.08
34971,325245,2025-06-11,Wrong Item,2492.4
34972,808755,2023-08-22,Wrong Item,4290.6
34973,1017681,2025-12-20,Changed Mind,872.24
34974,388294,2025-03-12,Changed Mind,618.72
34975,1112696,2025-07-23,Wrong Item,1639.14
34976,1641834,2024-11-07,Defective,182.1
34977,1874156,2023-07-10,Defective,1082.7
34978,94218,2025-05-18,Not as Described,906.2
34979,1120327,2024-02-25,Not as Described,3630.92
34980,980660,2025-10-17,Defective,503.44
34981,2044920,2023-05-20,Late Delivery,123.27
34982,1490546,2025-11-28,Wrong Item,724.88
34983,1080322,2023-11-11,Not as Described,3115.63
34984,975802,2024-01-09,Late Delivery,2437.7
34985,1369135,2023-06-11,Not as Described,675.27
34986,1661974,2024-11-14,Late Delivery,1439.15
34987,1032408,2024-11-08,Defective,394.84
34988,552817,2024-11-27,Wrong Item,489.8
34989,1427265,2024-01-03,Not as Described,1343.43
34990,585470,2024-10-22,Not as Described,98.2
34991,295032,2024-05-06,Late Delivery,581.2
34992,1395268,2023-11-22,Defective,500.16
34993,434606,2024-08-18,Changed Mind,1627.92
34994,645455,2024-12-22,Wrong Item,893.46
34995,972790,2025-11-03,Changed Mind,912.45
34996,1039368,2025-01-31,Defective,224.52
34997,1638051,2024-10-05,Late Delivery,2887.7
34998,2104160,2025-09-05,Wrong Item,1438.7
34999,1281008,2025-02-19,Changed Mind,1450.98
35000,397954,2023-07-04,Late Delivery,2528.36
35001,830319,2025-01-23,Defective,325.44
35002,264991,2024-01-13,Wrong Item,2012.76
35003,800811,2025-04-01,Not as Described,1197.72
35004,1117670,2025-01-01,Wrong Item,610.18
35005,1715221,2025-11-29,Wrong Item,660.96
35006,1934026,2024-12-24,Wrong Item,1951.58
35007,1702724,2025-07-29,Not as Described,1199.2
35008,1093700,2024-06-16,Wrong Item,2923.7
35009,185670,2023-02-17,Late Delivery,59.64
35010,19830,2023-06-28,Defective,365.84
